id,date,product_id,employee_id,quantity,unit_price,total_amount,payment_method,customer_type
8992,2023-09-29,22,16,2,8999.0,17998.0,Card,Student
8993,2023-09-29,1,6,1,12999.0,12999.0,Cash,Student
8994,2023-09-29,4,7,1,15999.0,15999.0,Cash,New
8995,2023-09-29,3,10,2,22887.9,45775.8,Card,New
8996,2023-09-29,22,22,1,8999.0,8999.0,MobilePay,Regular
8997,2023-09-29,11,23,1,1299.0,1299.0,MobilePay,Premium
8998,2023-09-29,17,24,4,799.0,3196.0,Card,Student
8999,2023-09-29,24,8,1,1899.0,1899.0,Cash,New
9000,2023-09-29,4,15,4,15999.0,63996.0,Card,Premium
9001,2023-09-29,13,21,1,2199.0,2199.0,Cash,Student
9002,2023-09-29,17,20,2,799.0,1598.0,Cash,New
9003,2023-09-29,1,5,1,12999.0,12999.0,MobilePay,Student
9004,2023-09-29,12,23,4,1599.0,6396.0,Cash,Regular
9005,2023-09-29,16,22,3,599.0,1797.0,Bank Transfer,Regular
9006,2023-09-29,4,15,1,15999.0,15999.0,Bank Transfer,Premium
9007,2023-09-29,8,21,1,5999.0,5999.0,Card,Premium
9008,2023-09-29,4,17,1,15999.0,15999.0,Card,Regular
9009,2023-09-29,16,6,2,599.0,1198.0,Bank Transfer,Student
9010,2023-09-29,18,18,1,4999.0,4999.0,Cash,New
9011,2023-09-29,3,20,1,24999.0,24999.0,MobilePay,Regular
9012,2023-09-29,2,18,1,8999.0,8999.0,MobilePay,New
9013,2023-09-29,22,7,3,8999.0,26997.0,MobilePay,Premium
9014,2023-09-29,3,5,1,24999.0,24999.0,Cash,Regular
9015,2023-09-29,23,13,3,3299.0,9897.0,Card,New
9016,2023-09-29,19,19,2,2699.0,5398.0,MobilePay,Premium
9017,2023-09-30,16,7,1,599.0,599.0,Cash,Student
9018,2023-09-30,19,13,1,2699.0,2699.0,Bank Transfer,Regular
9019,2023-09-30,1,23,1,12999.0,12999.0,MobilePay,Premium
9020,2023-09-30,24,4,1,1899.0,1899.0,Cash,Premium
9021,2023-09-30,2,9,1,8999.0,8999.0,Cash,New
9022,2023-09-30,10,5,1,2499.0,2499.0,Cash,Student
9023,2023-09-30,21,25,1,1999.0,1999.0,Cash,Student
9024,2023-09-30,3,7,1,24999.0,24999.0,Cash,Regular
9025,2023-09-30,12,15,3,1599.0,4797.0,MobilePay,Regular
9026,2023-09-30,19,2,1,2214.2,2214.2,MobilePay,Regular
9027,2023-09-30,14,15,1,1299.0,1299.0,Bank Transfer,Student
9028,2023-09-30,19,17,1,2699.0,2699.0,Bank Transfer,Regular
9029,2023-09-30,18,24,1,4999.0,4999.0,MobilePay,Premium
9030,2023-09-30,5,8,2,3499.0,6998.0,Card,Premium
9031,2023-09-30,4,24,4,15999.0,63996.0,Cash,Regular
9032,2023-09-30,5,20,2,3499.0,6998.0,Bank Transfer,Student
9033,2023-09-30,19,20,1,2699.0,2699.0,Card,Premium
9034,2023-09-30,18,2,1,4999.0,4999.0,MobilePay,New
9035,2023-09-30,12,19,3,1599.0,4797.0,MobilePay,New
9036,2023-09-30,15,25,1,1299.0,1299.0,Bank Transfer,Premium
9037,2023-09-30,23,15,1,2572.5,2572.5,Card,Regular
9038,2023-09-30,2,11,2,8999.0,17998.0,Bank Transfer,Student
9039,2023-09-30,10,10,1,2499.0,2499.0,Card,Student
9040,2023-09-30,10,10,3,2499.0,7497.0,Card,Student
9041,2023-09-30,24,23,1,1899.0,1899.0,Card,Premium
9042,2023-09-30,1,6,5,12999.0,64995.0,MobilePay,Premium
9043,2023-09-30,16,24,1,599.0,599.0,MobilePay,Premium
9044,2023-09-30,5,18,1,3499.0,3499.0,Cash,New
9045,2023-09-30,20,1,5,699.0,3495.0,MobilePay,Regular
9046,2023-09-30,20,8,2,699.0,1398.0,Card,Premium
9047,2023-09-30,19,9,1,2699.0,2699.0,MobilePay,Student
9048,2023-09-30,18,4,1,4999.0,4999.0,Cash,Regular
9049,2023-09-30,21,9,2,1999.0,3998.0,Card,Student
9050,2023-10-01,6,19,1,364.89,364.89,MobilePay,Student
9051,2023-10-01,12,20,2,1599.0,3198.0,MobilePay,Student
9052,2023-10-01,4,19,1,14627.82,14627.82,Cash,Student
9053,2023-10-01,22,18,1,8999.0,8999.0,Card,Premium
9054,2023-10-01,12,13,2,1599.0,3198.0,Cash,Student
9055,2023-10-01,11,15,2,1299.0,2598.0,Bank Transfer,New
9056,2023-10-01,4,9,2,14075.72,28151.44,Card,Regular
9057,2023-10-01,5,22,1,3499.0,3499.0,MobilePay,New
9058,2023-10-01,5,15,1,3499.0,3499.0,Card,Student
9059,2023-10-01,2,17,1,8999.0,8999.0,Card,Premium
9060,2023-10-01,3,24,1,24999.0,24999.0,MobilePay,Student
9061,2023-10-01,16,12,1,599.0,599.0,MobilePay,Student
9062,2023-10-01,20,24,5,699.0,3495.0,MobilePay,Premium
9063,2023-10-01,1,4,2,12999.0,25998.0,Card,Student
9064,2023-10-01,7,8,2,1699.0,3398.0,Bank Transfer,New
9065,2023-10-01,21,15,1,1999.0,1999.0,Card,New
9066,2023-10-01,8,12,1,5999.0,5999.0,Bank Transfer,New
9067,2023-10-01,14,15,1,1299.0,1299.0,Card,Student
9068,2023-10-01,21,8,1,1999.0,1999.0,Bank Transfer,Student
9069,2023-10-01,2,23,1,8999.0,8999.0,MobilePay,Premium
9070,2023-10-01,13,25,1,2199.0,2199.0,Bank Transfer,Regular
9071,2023-10-01,5,25,3,2680.47,8041.41,Card,Regular
9072,2023-10-01,20,1,1,699.0,699.0,Bank Transfer,Premium
9073,2023-10-01,25,4,5,999.0,4995.0,MobilePay,Student
9074,2023-10-01,3,21,1,24999.0,24999.0,Bank Transfer,Regular
9075,2023-10-01,3,6,1,21173.12,21173.12,MobilePay,Premium
9076,2023-10-01,14,5,1,1299.0,1299.0,Cash,New
9077,2023-10-01,22,9,2,8999.0,17998.0,Cash,New
9078,2023-10-01,24,6,1,1899.0,1899.0,MobilePay,New
9079,2023-10-01,5,15,3,3499.0,10497.0,Bank Transfer,Regular
9080,2023-10-01,10,1,1,2499.0,2499.0,Bank Transfer,Student
9081,2023-10-01,13,19,2,2086.52,4173.04,Bank Transfer,Regular
9082,2023-10-01,4,14,2,15999.0,31998.0,MobilePay,Premium
9083,2023-10-01,10,3,3,1885.89,5657.67,MobilePay,Regular
9084,2023-10-01,12,17,3,1599.0,4797.0,Card,Regular
9085,2023-10-01,3,3,1,22942.3,22942.3,Bank Transfer,Premium
9086,2023-10-01,5,23,3,3020.11,9060.33,Card,Regular
9087,2023-10-01,3,13,1,24999.0,24999.0,Card,Premium
9088,2023-10-01,3,14,1,24999.0,24999.0,Cash,New
9089,2023-10-01,4,22,1,15999.0,15999.0,Cash,Regular
9090,2023-10-01,18,4,3,4999.0,14997.0,MobilePay,Regular
9091,2023-10-01,1,8,1,12999.0,12999.0,Card,Premium
9092,2023-10-01,11,21,1,1299.0,1299.0,Bank Transfer,Student
9093,2023-10-01,9,22,1,899.0,899.0,MobilePay,Regular
9094,2023-10-01,11,20,2,1075.73,2151.46,Bank Transfer,New
9095,2023-10-01,2,16,1,8999.0,8999.0,Cash,Regular
9096,2023-10-01,5,21,1,3499.0,3499.0,Bank Transfer,Student
9097,2023-10-01,13,4,2,2199.0,4398.0,Card,Premium
9098,2023-10-01,1,24,5,12999.0,64995.0,Bank Transfer,New
9099,2023-10-01,4,17,1,15999.0,15999.0,Cash,Regular
9100,2023-10-01,7,13,2,1699.0,3398.0,Cash,Premium
9101,2023-10-01,16,2,4,468.94,1875.76,Cash,Premium
9102,2023-10-01,12,23,3,1599.0,4797.0,Bank Transfer,Premium
9103,2023-10-02,22,11,1,8999.0,8999.0,Cash,Regular
9104,2023-10-02,2,6,1,8999.0,8999.0,Card,Premium
9105,2023-10-02,23,6,4,3299.0,13196.0,Cash,New
9106,2023-10-02,16,19,3,599.0,1797.0,Card,Premium
9107,2023-10-02,16,15,2,599.0,1198.0,Cash,New
9108,2023-10-02,20,16,4,577.55,2310.2,Bank Transfer,Student
9109,2023-10-02,12,19,1,1599.0,1599.0,Card,Student
9110,2023-10-02,3,1,1,24999.0,24999.0,Bank Transfer,New
9111,2023-10-02,1,23,2,12999.0,25998.0,Card,Student
9112,2023-10-02,3,24,1,24999.0,24999.0,Card,Student
9113,2023-10-02,7,18,1,1699.0,1699.0,Cash,New
9114,2023-10-02,5,1,2,3499.0,6998.0,Card,New
9115,2023-10-02,7,1,2,1699.0,3398.0,Cash,New
9116,2023-10-02,2,21,1,8999.0,8999.0,MobilePay,Premium
9117,2023-10-02,22,23,1,8999.0,8999.0,MobilePay,Premium
9118,2023-10-02,25,3,1,999.0,999.0,Cash,Student
9119,2023-10-02,3,20,1,24999.0,24999.0,Card,New
9120,2023-10-02,12,13,4,1599.0,6396.0,Cash,Premium
9121,2023-10-02,5,23,1,3499.0,3499.0,MobilePay,Regular
9122,2023-10-02,9,14,4,679.93,2719.72,Cash,New
9123,2023-10-02,8,21,1,5999.0,5999.0,Bank Transfer,Student
9124,2023-10-03,19,14,1,2699.0,2699.0,Bank Transfer,New
9125,2023-10-03,25,17,3,999.0,2997.0,Bank Transfer,Student
9126,2023-10-03,25,17,3,999.0,2997.0,Bank Transfer,Regular
9127,2023-10-03,14,11,1,1299.0,1299.0,Bank Transfer,New
9128,2023-10-03,14,23,1,1299.0,1299.0,Card,Student
9129,2023-10-03,14,17,3,1299.0,3897.0,Bank Transfer,New
9130,2023-10-03,23,22,1,3299.0,3299.0,Cash,New
9131,2023-10-03,12,17,2,1599.0,3198.0,Cash,Student
9132,2023-10-03,5,24,1,3499.0,3499.0,Bank Transfer,New
9133,2023-10-03,5,3,2,3499.0,6998.0,Cash,Premium
9134,2023-10-03,11,2,4,1299.0,5196.0,Cash,Student
9135,2023-10-03,3,13,3,24999.0,74997.0,Card,Regular
9136,2023-10-03,22,5,1,8999.0,8999.0,MobilePay,Regular
9137,2023-10-03,1,11,1,12999.0,12999.0,Card,Student
9138,2023-10-03,17,25,1,799.0,799.0,Bank Transfer,Regular
9139,2023-10-03,8,22,1,5999.0,5999.0,MobilePay,Premium
9140,2023-10-03,4,11,1,15999.0,15999.0,MobilePay,Premium
9141,2023-10-03,18,8,1,4167.72,4167.72,MobilePay,New
9142,2023-10-03,22,17,1,8999.0,8999.0,MobilePay,Premium
9143,2023-10-03,19,13,1,2699.0,2699.0,Cash,Student
9144,2023-10-04,10,23,3,2363.42,7090.26,MobilePay,Regular
9145,2023-10-04,1,1,1,12999.0,12999.0,Bank Transfer,Student
9146,2023-10-04,8,3,1,4838.16,4838.16,Bank Transfer,New
9147,2023-10-04,5,20,4,3499.0,13996.0,Card,Student
9148,2023-10-04,25,5,4,999.0,3996.0,Bank Transfer,New
9149,2023-10-04,1,24,2,12999.0,25998.0,MobilePay,New
9150,2023-10-04,1,3,1,12999.0,12999.0,Card,New
9151,2023-10-04,25,12,1,999.0,999.0,MobilePay,Student
9152,2023-10-04,2,19,1,8999.0,8999.0,Bank Transfer,Regular
9153,2023-10-04,7,10,1,1699.0,1699.0,MobilePay,Premium
9154,2023-10-04,12,4,3,1278.83,3836.49,Card,Regular
9155,2023-10-04,9,25,4,899.0,3596.0,Bank Transfer,Regular
9156,2023-10-04,12,10,5,1599.0,7995.0,Cash,Regular
9157,2023-10-04,11,11,1,1299.0,1299.0,MobilePay,Regular
9158,2023-10-04,24,7,1,1899.0,1899.0,MobilePay,New
9159,2023-10-04,13,13,1,2199.0,2199.0,Cash,Regular
9160,2023-10-04,14,25,4,1299.0,5196.0,Cash,Regular
9161,2023-10-04,5,13,1,3499.0,3499.0,Bank Transfer,Student
9162,2023-10-04,12,19,2,1599.0,3198.0,MobilePay,Student
9163,2023-10-04,15,7,4,1096.57,4386.28,Card,Premium
9164,2023-10-04,21,10,2,1999.0,3998.0,Bank Transfer,Premium
9165,2023-10-04,23,12,4,3299.0,13196.0,Card,Regular
9166,2023-10-04,3,22,2,24999.0,49998.0,Card,New
9167,2023-10-04,24,19,2,1899.0,3798.0,Cash,Premium
9168,2023-10-04,23,11,2,3299.0,6598.0,Card,Regular
9169,2023-10-04,20,13,1,699.0,699.0,Bank Transfer,Regular
9170,2023-10-04,5,20,3,3499.0,10497.0,Cash,Regular
9171,2023-10-04,4,5,3,14761.24,44283.72,MobilePay,Student
9172,2023-10-04,1,15,1,12999.0,12999.0,Bank Transfer,Regular
9173,2023-10-04,22,5,1,8999.0,8999.0,Card,Regular
9174,2023-10-04,1,14,2,12999.0,25998.0,Cash,Premium
9175,2023-10-04,2,2,2,8999.0,17998.0,Cash,New
9176,2023-10-04,3,22,4,24999.0,99996.0,Bank Transfer,Premium
9177,2023-10-04,3,20,1,24999.0,24999.0,Cash,New
9178,2023-10-04,5,4,1,2649.85,2649.85,Bank Transfer,Student
9179,2023-10-04,4,24,1,15999.0,15999.0,Bank Transfer,Regular
9180,2023-10-05,25,13,1,999.0,999.0,Bank Transfer,Premium
9181,2023-10-05,17,11,3,799.0,2397.0,MobilePay,New
9182,2023-10-05,2,12,2,7712.78,15425.56,Card,Regular
9183,2023-10-05,5,7,2,3499.0,6998.0,Bank Transfer,Student
9184,2023-10-05,2,8,3,8999.0,26997.0,MobilePay,Premium
9185,2023-10-05,10,24,1,2499.0,2499.0,MobilePay,Student
9186,2023-10-05,19,6,3,2699.0,8097.0,Bank Transfer,Premium
9187,2023-10-05,5,7,1,3499.0,3499.0,MobilePay,Premium
9188,2023-10-05,22,3,1,8999.0,8999.0,Cash,Student
9189,2023-10-05,11,25,4,1299.0,5196.0,Card,New
9190,2023-10-05,18,3,2,4999.0,9998.0,Card,Premium
9191,2023-10-05,13,4,3,2199.0,6597.0,Card,Regular
9192,2023-10-05,4,9,1,12755.99,12755.99,Card,Premium
9193,2023-10-05,22,2,2,8999.0,17998.0,Card,Regular
9194,2023-10-05,18,16,3,4999.0,14997.0,Cash,Student
9195,2023-10-05,7,17,2,1699.0,3398.0,Cash,Premium
9196,2023-10-05,22,15,1,8999.0,8999.0,Cash,New
9197,2023-10-05,16,25,3,599.0,1797.0,MobilePay,Premium
9198,2023-10-05,11,11,1,1299.0,1299.0,MobilePay,New
9199,2023-10-05,2,14,3,8999.0,26997.0,Cash,Premium
9200,2023-10-05,22,25,3,7855.45,23566.35,Cash,Premium
9201,2023-10-05,3,4,5,24999.0,124995.0,Bank Transfer,Regular
9202,2023-10-05,16,6,2,599.0,1198.0,MobilePay,New
9203,2023-10-05,10,16,1,2499.0,2499.0,MobilePay,New
9204,2023-10-05,1,19,1,12999.0,12999.0,MobilePay,Student
9205,2023-10-05,3,8,5,24999.0,124995.0,Cash,New
9206,2023-10-05,3,24,1,24999.0,24999.0,Bank Transfer,Student
9207,2023-10-05,14,7,1,1299.0,1299.0,Bank Transfer,New
9208,2023-10-05,25,12,2,999.0,1998.0,Bank Transfer,New
9209,2023-10-05,5,21,3,3499.0,10497.0,Card,New
9210,2023-10-05,16,18,2,599.0,1198.0,Card,Premium
9211,2023-10-06,11,17,4,1299.0,5196.0,Card,New
9212,2023-10-06,15,22,2,1299.0,2598.0,MobilePay,Premium
9213,2023-10-06,8,15,1,5999.0,5999.0,Bank Transfer,New
9214,2023-10-06,1,13,1,12999.0,12999.0,Cash,New
9215,2023-10-06,6,4,1,399.0,399.0,Card,Student
9216,2023-10-06,21,20,3,1999.0,5997.0,Card,New
9217,2023-10-06,12,20,1,1599.0,1599.0,Bank Transfer,Premium
9218,2023-10-06,13,1,3,2199.0,6597.0,Bank Transfer,Premium
9219,2023-10-06,14,12,3,1299.0,3897.0,Cash,Premium
9220,2023-10-06,1,2,1,12999.0,12999.0,Card,Regular
9221,2023-10-06,8,25,5,5999.0,29995.0,Card,New
9222,2023-10-06,4,11,3,15999.0,47997.0,MobilePay,Regular
9223,2023-10-06,13,10,2,1766.12,3532.24,MobilePay,Premium
9224,2023-10-06,3,23,1,24999.0,24999.0,Bank Transfer,Premium
9225,2023-10-06,2,15,1,8999.0,8999.0,Card,Premium
9226,2023-10-06,4,2,3,15999.0,47997.0,Cash,Regular
9227,2023-10-06,5,23,1,3499.0,3499.0,Card,Student
9228,2023-10-06,2,3,2,8999.0,17998.0,Cash,Student
9229,2023-10-06,4,3,3,15999.0,47997.0,Bank Transfer,Student
9230,2023-10-06,22,21,1,8999.0,8999.0,MobilePay,New
9231,2023-10-06,1,11,1,12999.0,12999.0,MobilePay,Regular
9232,2023-10-06,12,8,5,1425.57,7127.85,Bank Transfer,Regular
9233,2023-10-06,25,19,2,999.0,1998.0,Card,Premium
9234,2023-10-06,6,1,4,399.0,1596.0,Card,Student
9235,2023-10-06,23,14,1,3299.0,3299.0,Card,Student
9236,2023-10-06,16,21,2,599.0,1198.0,Card,Premium
9237,2023-10-06,2,11,4,8999.0,35996.0,Cash,Regular
9238,2023-10-06,20,5,3,699.0,2097.0,Bank Transfer,New
9239,2023-10-06,18,12,2,4999.0,9998.0,Cash,New
9240,2023-10-06,1,5,1,12999.0,12999.0,Bank Transfer,Regular
9241,2023-10-06,2,18,5,8999.0,44995.0,Bank Transfer,Student
9242,2023-10-06,2,6,1,8999.0,8999.0,Cash,New
9243,2023-10-06,23,12,3,2603.23,7809.69,Card,Student
9244,2023-10-06,9,10,2,704.02,1408.04,MobilePay,Regular
9245,2023-10-06,8,24,1,5999.0,5999.0,Bank Transfer,Regular
9246,2023-10-06,1,22,2,12999.0,25998.0,Bank Transfer,New
9247,2023-10-06,25,6,3,999.0,2997.0,MobilePay,New
9248,2023-10-06,4,9,2,15999.0,31998.0,Cash,Student
9249,2023-10-06,12,17,3,1599.0,4797.0,MobilePay,Premium
9250,2023-10-07,23,25,1,2502.54,2502.54,MobilePay,Student
9251,2023-10-07,24,9,2,1899.0,3798.0,Card,Premium
9252,2023-10-07,4,9,1,12230.25,12230.25,Card,New
9253,2023-10-07,12,16,3,1599.0,4797.0,Cash,Premium
9254,2023-10-07,3,3,3,24999.0,74997.0,MobilePay,Regular
9255,2023-10-07,1,10,1,12999.0,12999.0,Cash,Premium
9256,2023-10-07,25,2,1,999.0,999.0,Bank Transfer,Premium
9257,2023-10-07,12,12,4,1599.0,6396.0,Cash,Regular
9258,2023-10-07,21,5,1,1999.0,1999.0,Bank Transfer,Premium
9259,2023-10-07,12,13,1,1599.0,1599.0,MobilePay,Student
9260,2023-10-07,22,17,1,8999.0,8999.0,Cash,Regular
9261,2023-10-07,14,16,2,1299.0,2598.0,Card,Premium
9262,2023-10-07,17,10,1,799.0,799.0,Cash,Premium
9263,2023-10-07,16,20,1,599.0,599.0,Bank Transfer,New
9264,2023-10-07,13,5,2,1804.36,3608.72,Bank Transfer,Regular
9265,2023-10-07,8,14,1,5999.0,5999.0,Cash,Premium
9266,2023-10-07,21,2,2,1795.27,3590.54,Card,Student
9267,2023-10-07,11,10,2,1299.0,2598.0,Card,New
9268,2023-10-07,16,9,2,458.32,916.64,Cash,Regular
9269,2023-10-07,24,14,1,1899.0,1899.0,Bank Transfer,Student
9270,2023-10-07,6,6,4,399.0,1596.0,Cash,Regular
9271,2023-10-07,10,8,1,2499.0,2499.0,MobilePay,New
9272,2023-10-07,24,14,1,1899.0,1899.0,MobilePay,New
9273,2023-10-07,15,11,1,1299.0,1299.0,Cash,Premium
9274,2023-10-07,3,7,3,24999.0,74997.0,Cash,Student
9275,2023-10-07,8,11,2,5999.0,11998.0,Cash,Student
9276,2023-10-07,2,9,2,8999.0,17998.0,MobilePay,Premium
9277,2023-10-07,20,10,1,699.0,699.0,Bank Transfer,Student
9278,2023-10-07,13,24,3,2199.0,6597.0,MobilePay,New
9279,2023-10-07,15,20,1,1299.0,1299.0,MobilePay,Student
9280,2023-10-07,25,25,1,999.0,999.0,MobilePay,Regular
9281,2023-10-07,12,8,1,1599.0,1599.0,Bank Transfer,Student
9282,2023-10-07,10,9,3,2499.0,7497.0,Bank Transfer,Student
9283,2023-10-07,22,15,1,8435.1,8435.1,Card,Regular
9284,2023-10-07,8,9,1,5040.87,5040.87,MobilePay,Student
9285,2023-10-07,19,16,4,2699.0,10796.0,Bank Transfer,Regular
9286,2023-10-08,2,8,2,8999.0,17998.0,Bank Transfer,New
9287,2023-10-08,24,1,1,1899.0,1899.0,Card,New
9288,2023-10-08,17,23,2,799.0,1598.0,Card,Regular
9289,2023-10-08,24,10,1,1754.28,1754.28,Bank Transfer,New
9290,2023-10-08,1,12,1,12999.0,12999.0,MobilePay,New
9291,2023-10-08,22,17,2,8999.0,17998.0,MobilePay,Student
9292,2023-10-08,1,4,1,12999.0,12999.0,Bank Transfer,New
9293,2023-10-08,4,3,2,15999.0,31998.0,Card,Regular
9294,2023-10-08,5,19,4,3499.0,13996.0,Card,Regular
9295,2023-10-08,23,5,2,3299.0,6598.0,Bank Transfer,Premium
9296,2023-10-08,8,8,1,5999.0,5999.0,Card,Regular
9297,2023-10-08,12,14,1,1222.14,1222.14,MobilePay,New
9298,2023-10-08,22,15,2,8999.0,17998.0,Cash,New
9299,2023-10-08,15,13,1,1299.0,1299.0,MobilePay,Premium
9300,2023-10-08,22,19,3,8999.0,26997.0,Bank Transfer,Student
9301,2023-10-08,24,22,1,1899.0,1899.0,Bank Transfer,New
9302,2023-10-08,25,17,2,999.0,1998.0,MobilePay,Regular
9303,2023-10-08,3,10,2,20737.89,41475.78,MobilePay,Student
9304,2023-10-08,1,13,1,11480.51,11480.51,Bank Transfer,New
9305,2023-10-08,17,7,1,623.84,623.84,Bank Transfer,Regular
9306,2023-10-08,17,16,1,799.0,799.0,MobilePay,New
9307,2023-10-08,11,12,4,1299.0,5196.0,Card,Regular
9308,2023-10-08,13,9,1,2199.0,2199.0,Cash,Premium
9309,2023-10-08,25,17,3,999.0,2997.0,Bank Transfer,Regular
9310,2023-10-08,2,14,2,8999.0,17998.0,Bank Transfer,Student
9311,2023-10-08,25,15,2,999.0,1998.0,MobilePay,New
9312,2023-10-08,14,25,1,1299.0,1299.0,MobilePay,Regular
9313,2023-10-08,4,13,4,15999.0,63996.0,MobilePay,Premium
9314,2023-10-08,7,1,1,1699.0,1699.0,Bank Transfer,Regular
9315,2023-10-08,14,24,1,1299.0,1299.0,Cash,Premium
9316,2023-10-08,22,24,1,8999.0,8999.0,MobilePay,Student
9317,2023-10-08,18,1,2,4999.0,9998.0,Bank Transfer,Regular
9318,2023-10-08,12,11,2,1599.0,3198.0,Bank Transfer,New
9319,2023-10-08,25,4,2,781.87,1563.74,Cash,New
9320,2023-10-08,5,11,1,3499.0,3499.0,Bank Transfer,Premium
9321,2023-10-08,7,23,2,1699.0,3398.0,MobilePay,Premium
9322,2023-10-08,21,5,3,1999.0,5997.0,Card,New
9323,2023-10-08,25,6,1,999.0,999.0,MobilePay,Regular
9324,2023-10-08,5,18,1,3499.0,3499.0,MobilePay,Student
9325,2023-10-08,18,25,1,4999.0,4999.0,Cash,Student
9326,2023-10-08,22,19,3,8999.0,26997.0,Bank Transfer,Student
9327,2023-10-08,17,12,2,663.11,1326.22,MobilePay,Premium
9328,2023-10-08,23,3,1,3299.0,3299.0,Cash,New
9329,2023-10-08,22,9,2,8999.0,17998.0,Cash,Regular
9330,2023-10-08,24,16,2,1899.0,3798.0,Card,Regular
9331,2023-10-08,25,20,1,774.61,774.61,Bank Transfer,Student
9332,2023-10-08,19,20,1,2699.0,2699.0,Bank Transfer,Premium
9333,2023-10-08,2,18,1,7315.85,7315.85,MobilePay,Premium
9334,2023-10-08,22,14,2,8999.0,17998.0,MobilePay,Student
9335,2023-10-08,2,24,4,8999.0,35996.0,Bank Transfer,Regular
9336,2023-10-08,14,12,3,1299.0,3897.0,Cash,Regular
9337,2023-10-08,11,21,1,1299.0,1299.0,Cash,Premium
9338,2023-10-08,21,19,1,1999.0,1999.0,Card,Student
9339,2023-10-09,11,23,4,1299.0,5196.0,MobilePay,Premium
9340,2023-10-09,1,2,5,12999.0,64995.0,Card,Regular
9341,2023-10-09,11,8,1,1299.0,1299.0,Bank Transfer,New
9342,2023-10-09,25,15,2,999.0,1998.0,Card,New
9343,2023-10-09,4,1,2,15999.0,31998.0,Cash,New
9344,2023-10-09,4,11,1,15999.0,15999.0,Cash,New
9345,2023-10-09,2,16,2,8999.0,17998.0,Bank Transfer,Student
9346,2023-10-09,1,7,2,12999.0,25998.0,MobilePay,Regular
9347,2023-10-09,1,3,1,12999.0,12999.0,Card,Regular
9348,2023-10-09,5,8,2,3499.0,6998.0,MobilePay,Premium
9349,2023-10-09,25,3,1,999.0,999.0,MobilePay,New
9350,2023-10-09,3,2,1,24999.0,24999.0,MobilePay,Regular
9351,2023-10-09,1,13,3,12999.0,38997.0,Cash,New
9352,2023-10-09,23,18,1,3299.0,3299.0,Bank Transfer,Student
9353,2023-10-09,2,16,4,8999.0,35996.0,Bank Transfer,Premium
9354,2023-10-09,13,14,1,2199.0,2199.0,Cash,Premium
9355,2023-10-09,20,16,1,699.0,699.0,Card,Regular
9356,2023-10-09,24,23,4,1899.0,7596.0,Card,Regular
9357,2023-10-09,12,5,1,1599.0,1599.0,MobilePay,Premium
9358,2023-10-09,1,12,1,12999.0,12999.0,MobilePay,New
9359,2023-10-09,23,11,3,3299.0,9897.0,Card,Regular
9360,2023-10-09,5,14,4,3499.0,13996.0,Cash,Student
9361,2023-10-09,13,12,3,2199.0,6597.0,Cash,Regular
9362,2023-10-09,11,1,4,1221.14,4884.56,Cash,Student
9363,2023-10-09,4,1,3,15999.0,47997.0,Bank Transfer,New
9364,2023-10-09,24,13,1,1899.0,1899.0,Cash,New
9365,2023-10-09,2,8,2,8999.0,17998.0,Card,Premium
9366,2023-10-09,16,3,1,599.0,599.0,Bank Transfer,Regular
9367,2023-10-09,1,8,3,12999.0,38997.0,MobilePay,Premium
9368,2023-10-09,5,1,1,3499.0,3499.0,Card,New
9369,2023-10-09,11,2,3,1299.0,3897.0,MobilePay,Premium
9370,2023-10-09,11,13,3,1299.0,3897.0,Bank Transfer,Regular
9371,2023-10-09,5,11,3,3499.0,10497.0,Cash,Regular
9372,2023-10-09,17,21,2,799.0,1598.0,Cash,New
9373,2023-10-09,15,15,2,1299.0,2598.0,Cash,Premium
9374,2023-10-09,3,8,1,24999.0,24999.0,MobilePay,Regular
9375,2023-10-09,15,23,1,1299.0,1299.0,Card,New
9376,2023-10-09,15,12,1,1007.23,1007.23,MobilePay,Premium
9377,2023-10-09,6,18,2,399.0,798.0,Cash,Regular
9378,2023-10-09,25,21,3,999.0,2997.0,MobilePay,Student
9379,2023-10-10,4,3,1,15999.0,15999.0,MobilePay,Student
9380,2023-10-10,18,12,1,4999.0,4999.0,Cash,Regular
9381,2023-10-10,22,5,1,8999.0,8999.0,Cash,Premium
9382,2023-10-10,12,10,3,1599.0,4797.0,MobilePay,Student
9383,2023-10-10,13,3,1,2199.0,2199.0,Cash,Student
9384,2023-10-10,5,18,1,3499.0,3499.0,Card,New
9385,2023-10-10,9,21,1,806.34,806.34,Bank Transfer,Premium
9386,2023-10-10,4,1,1,15999.0,15999.0,Card,Student
9387,2023-10-10,14,4,2,1299.0,2598.0,MobilePay,Regular
9388,2023-10-10,22,15,3,8999.0,26997.0,Bank Transfer,Premium
9389,2023-10-10,3,12,1,24999.0,24999.0,MobilePay,Student
9390,2023-10-10,22,11,1,8999.0,8999.0,Cash,Premium
9391,2023-10-10,22,18,1,8999.0,8999.0,MobilePay,New
9392,2023-10-10,25,21,2,886.56,1773.12,MobilePay,Student
9393,2023-10-10,22,11,3,8138.75,24416.25,Card,Regular
9394,2023-10-10,3,18,1,24999.0,24999.0,Card,Student
9395,2023-10-10,6,21,1,399.0,399.0,Cash,Premium
9396,2023-10-10,24,12,1,1899.0,1899.0,Card,Premium
9397,2023-10-10,21,10,1,1999.0,1999.0,MobilePay,New
